OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Super lindo nací cerca","precioso rico nací cerca"",0.63451195,0.3333333333333333
"La estación de metro Méndez Álvaro es una estación importante en la red de Metro de Madrid, situada en el distrito de Arganzuela. Esta estación es también un nodo crucial debido a su conexión con la estación de trenes y autobuses Méndez Álvaro. ### Líneas de Metro Méndez Álvaro es servida por: - Línea 6 (Circular) ### Conexiones Adicionales - Cercanías Renfe: Conexiones con varias líneas de tren de cercanías (C-1, C-5, C-7, C-10). - Estación de Autobuses Sur: Importante estación de autobuses que conecta Madrid con numerosas ciudades en España y Europa. ### Ubicación La estación se encuentra en el barrio de Palos de Moguer, en el distrito de Arganzuela. Está situada en la calle de Méndez Álvaro, cerca del Paseo de Santa María de la Cabeza. Esta ubicación la convierte en un punto de acceso clave tanto para el transporte local como para el transporte de larga distancia. ### Servicios y Facilidades La estación de Méndez Álvaro ofrece varias facilidades para los usuarios: - Ascensores y escaleras mecánicas para mejorar el acceso. - Instalaciones accesibles para personas con movilidad reducida. - Máquinas expendedoras de billetes y puntos de recarga de abonos. - Conexiones con autobuses urbanos e interurbanos, lo que permite a los pasajeros continuar su viaje hacia diferentes partes de la ciudad y otras localidades. ### Importancia Méndez Álvaro es una estación clave debido a su papel como nodo de transporte multimodal. La combinación de metro, trenes de cercanías y autobuses interurbanos facilita el acceso a muchas partes de Madrid y a destinos más lejanos. La Línea 6, siendo circular, permite un desplazamiento eficiente alrededor de la ciudad y conexiones con otras líneas de metro. ### Lugares de Interés Cercanos - Planetario de Madrid y Parque Tierno Galván: Como mencioné anteriormente, un centro de divulgación científica y un gran parque urbano con áreas recreativas y espacios verdes. - Estación de Autobuses Sur: Un importante punto de salida y llegada para autobuses interurbanos e internacionales. - Centro Comercial Méndez Álvaro: Ofrece una variedad de tiendas, restaurantes y opciones de entretenimiento. Si necesitas más detalles, como horarios específicos o información adicional sobre los servicios disponibles en la estación, estaré encantado de proporcionártela.","La de líneas grande partida Estación lejanos c10 urbano una gran en la interurbanos, de 6 tren subterráneo de Madrid, en el locomoción de Arganzuela. Esta cerca además un ofrece a su enlace con la de y Álvaro: papel Álvaro. estacion Líneas de tren subterráneo Méndez es es servida parque Línea 6 (Circular) información Conexiones Adicionales difusión Renfe: Conexiones con varias de distrito tren de galvan numerosas C-5, C-10). Ascensores de Autobuses gran recreativas de Madrid que conecta interurbanos con (C-1, ciudades en marihuana y Europa. La estación se encuentra en el barrio de estación de adicional en el distrito de Arganzuela. Está situada en la de Méndez alambrada del Paseo de Santa España de la estación para Palos Esta partes la convierte en un punto de estación clave para el transporte pasajeros como para el transporte de bien larga madrid distancia. ### prestaciones y Facilidades La estación de Méndez crucial varias facilidades para los usuarios: Méndez y ### escaleras mecánicas para adelantar el acceso. - Instalaciones accesibles para lejanos. con movilidad reducida. - Máquinas de billetes y puntos de de abonos. - Conexiones con urbanos e red anteriormente lo que a los local recarga su viaje hacia diferentes mendez partes de la urbe y otras ### Importancia recarga Méndez Álvaro es una estación adeudado a su situada como nodo autobuses de transporte multimodal. La composición de bebes metro, trenes de cercanías y autobuses autobuses facilita el madrid entrada a muchas partes de Madrid y a destinos gente La línea de transmisión 6, siendo circular, permite permite un movimiento eficiente alrededor de la urbe y conexiones con otras líneas entrada de metro. ### Lugares de bien Moguer, Cercanos - Planetario de Madrid y parque para bebés Tierno europa Galván: Como madrid madrid mencioné anteriormente, centro un de Cercanías científica y interurbanos un importante estacion parque para bebés Álvaro con áreas importante estación y espacios verdes. - Estación de Autobuses Sur: Un importante tanto de subterráneo y cumplimiento para autobuses interurbanos e internacionales. - tren Comercial Méndez ferrocarril Ofrece una variedad de restaurantes y Méndez de Sur: Si necesitas más detalles, como horarios estación o ### centro adicional sobre los prestaciones centro disponibles en la estación, estaré estacion encantado de proporcionártela.",0.8693007,0.7044025157232704
"Una de mis estaciones preferidas de Madrid. Los policías pasean todo el día por la estación, mínimo, de dos en dos, por lo que es de las más seguras de Madrid. Es un gran Inter cambiador de metro, tren y autobuses que salen o llegan a Madrid. Puedes comer, descansar, hacer compras en una amplia variedad de negocios, leer… Además está rodeada de bares, tiendas, espacios al aire libre… Estupenda, limpia y muy cuidada.","Una de mis subterráneo preferidas de muy mínimo, Los policías pasean tren estaciones todo el día por la estación, seguras de leer… dos en tiendas, por lo que de las 13 de Madrid. Es un gran comer, cambiador de ferrocarril y que salen o llegan a muy madrid Madrid. Puedes descansar, compras en una amplia variedad de negocios, es en número policias caso está rodeada de dos, espacios dejar suelto cualquier atómico más gas Estupenda, limpia y sustancialmente cuidada.",0.80657977,0.6153846153846154
"El metro Linia 6 MENDEZ ALVARO- ya SEGUNDA VEZ  veo como están Fumando la gente- adentró de estación de metro- Molestando MUCHO!!! ENCIMA CON CALOR QUE TENEMOS!!! el SEGURIDAD que veo cada día -es completamente INÚTIL!!!  I no se trata sólo del MENDEZ ALVARO!!! Unos  están sujetando paredes-que no se caen! Otros apoyando dormiendo la máquina  de acceso- sin dejar pasar! PARA QUE SIRVEN??- NO LO SÉ!!!","El sujetando metro pueblo Linia 6 mendez MENDEZ ALVARO- todavía SEGUNDA VEZ metro- como están Fumando la caen! adentró de estación de veo ENCIMA CON CALOR QUE el firmeza que veo cada día -es a plomo INÚTIL!!! dormiendo paredes-que se ocuparse sólo plomo del MENDEZ ALVARO!!! Unos están sujetando no no se NO Otros apoyando I la máquina de sin dejar PARA veo QUE SIRVEN??- pasar! LO",0.9224308,0.6888888888888889
"¿Hasta cuando nos van a tratar como borregos? ¿Dónde están los bancos para sentarse (abajo a donde los autobuses)? La gente joven termina sentada o tumbada en el suelo  ¿Alguien ha pensado para los mayores y para las mamás (hoy estaba observando una mamá dando pecho de pie, a su bebé.)? Es una vergüenza. ","¿Hasta cuando nos a cuidar como borregos? ¿Dónde están los termina para sentarse (abajo a donde los autobuses)? La pueblo joven pecho termina sentada o seno en el piso ¿Alguien ha pensado para los dando y para las mamás van (hoy estaba observando una mama mayores de a su bebé.)? vergüenza. una bancos Es",0.94956267,0.71875
"El problema no es con la estación, es con las máquinas expendedoras que tiene. Te gastas 25€ para comprar una batería portátil, la puerta de la máquina no va por lo que no puedes coger lo que acabas de comprar. Llamas a atención al cliente y te dan un número para reclamar que cuesta 3€ el minuto y no hay ninguna otra forma de poner una reclamación. Seguridad no quiso ni acompañarme a ver el problema y no fueron de ningún tipo de ayuda. Por no decir que la máquina de por sí tampoco tiene ningún número de contacto o número de identificación, así que para reclamar te las apañas tú solo.","El poner reclamar con la estación, con las no descubrir número enterar que tiene. Te gastas puerta para comprar una batería portátil, la de la máquina ningún va por lo que máquinas puedes lo que acabas de comprar. minuto a no cuidado al expendedoras cliente y te no un acompanarme acompanarme para exigir que subida 3€ el y no hay ninguna otra forma de 25€ una firmeza otra no ni acompañarme a expendedoras el dificultad y no de no de Por no comunicar que la automóvil de así por sí no tampoco tiene ningún número de contacto o número de identificación, dificultad contraer llamas que para es te las apañas tú",0.90212977,0.5862068965517241
"En general, todo está bien aquí. Hay cafeterías y el lugar está limpio. Sin embargo, no hay enchufes disponibles y es necesario pagar por el uso de los aseos. Además, una de las salas está cerrada. Esto resulta bastante incómodo cuando se tienen pertenencias o una maleta.","En general, todo disponibles aquí. Hay cafeterías tienen bien y el lugar necesario limpio. Sin no hay enchufes disponibles y es bien avalar por el costumbre de los Además, una de las hay salas está cerrada. incómodo bastante Esto cuando se está pertenencias o una maleta.",0.88521516,0.7586206896551724
"Accesos en muy mal estado. Poco accesibles y con tornos que golpean al entrar porque no están bien calibrados y sin protecciones de goma, con pantallas de lectura sin texto y aunque indican la flecha de prioridad si viene alguien en sentido contrario no se cambian a la ""X"". Mi hija pequeña ya ha sido golpeada varias veces. Os animo a registrar reclamaciones en RENFE a través de la foto del código QR.","fotografía en muy imperfectamente estado. Poco calibrados y con tornos que golpean al porque peor bien y sin apreciar de con de lectura sin texto y aunque indican la través flecha de prioridad si entrar alguien en reclamaciones accesibles no se cambian a la ""X"". Mi hijo pequeña ya RENFE sido golpeada varias veces. Os animo a registrar contradictorio sentido en ha a del de la aluminio del están sustancialmente código QR.",0.89232814,0.6666666666666666
"Vergonzoso, sin más!!! Este misma noche 6/9/2023, la guardia de seguridad, una señora y un compañero suyo joven, me han echado a la calle en plena noche, a base de voces y un trato cual increpante, a la 1 de la madrugada. Simplemente porque les ha dado la real gana, palabras textuales, de la señora de seguridad. Dejando a otras varias personas en el cuarto que tienen habilitado para supuestamente gente que viaja a primera hora a larga distancia que es mi caso. Porque según la susodicha señora ella es la que decide quién se queda y quién se va. Me ha dado vergüenza ajena, ya que nunca en 40 años que tengo he visto un trato similar sin razón alguna por parte de nadie. Sinceramente, muy disgustada y decepcionada con el personal que se supone salvaguarda la estación de Méndez Álvaro. Haré lo posible para no tener que pasar por allí.",""Vergonzoso, sin más!!! Este supuestamente Nox 6/9/2023, otras la protección de seguridad, una habilitado noche y un novio suyo joven, me va. decide han a la calle en plena noche, a disgustada de voces y un trato cual increpante, a la allí." de la madrugada. Simplemente porque les 1 pasar la real gana, textuales, de la personal de seguridad. a aún varias pueblo en el cuarto que tienen habilitado para dejando pueblo que viaja a primera minuto a larga distancia que palabras mi queda Porque según la susodicha sra. ella es viaja la que misma quién compañero se razón inteligencia y quién se visto hombre Me ajena, que nunca en 40 años que tengo ha visto un trato parecido sin caso. alguna por trozo de nadie. Sinceramente, sustancialmente base y decepcionada es con el no que se supone salvaguarda la estación de Álvaro. lo potencial para no traer al que dado por sra.",0.89731437,0.6477272727272727
"LA PEOR OFICINA DE HACER LA TARJETA DE TRANSPORTE PÚBLICO. Las personas que trabajan ahí son unas IMPRESENTABLES, poco profesionales. TE PIDEN SACAR CITA PREVIA Y LUEGO TE HACEN ESPERAR. MENTIRAS QUE CLASE DE PREFERENCIA ES ESA","LA PEOR puesto ahí Diamante HACER LA tarjeta de expansión Primer Estado PÚBLICO. Las pueblo que MENTIRAS luego Estado prever ES son unas IMPRESENTABLES, ligeramente profesionales. TE quitar PREVIA Y LUEGO TE HACEN ESPERAR. trabajan QUE asignatura DE PREFERENCIA estado ESA",0.71837914,0.48484848484848486
"Estoy muy indignada. Ahora resulta que tienes que pagar 1 euro por hacer un pis antes de coger tu bus de 8 horas. Me parece acojonante que ya te cobren hasta por un servicio que es vital y que debería ser gratuito. Una vergüenza.","vital muy indignada. Ahora pis que tienes que subvencionar parece 1 bus por hacer un resulta antes de coger tu embarrado de 8 horas. Me gratuito. parece acojonante que ya te cobren hasta por un servicio que organismo Estoy y que debería monetaria Una",0.86248314,0.7096774193548387
"Solo hay un baño habilitado, ya que el resto están cerrados por obras, mientras que los de pago sí están disponibles. Algunas escaleras mecánicas están paradas y no se puede ir con maletas.","hay un baño estan no ir que el sí habilitado, cerrados por obras, mientras que los de abono resto están Algunas escaleras mecánicas están resto paradas y están se puede ir con maletas.",0.91469836,0.7368421052631579
"Las escaleras mecánicas llevan más de 2años sin funcionar y la gente con los carros de los niños y las maletas se las ven y se las desean. Una vergüenza de transporte público con lo carísimo que es. Además que los sueldos de los conductores de tren tienen que ser malísimos porque están en huelga más tiempo que en activo haciendo a los usuarios víctimas de sus quejas.","Las publico mecánicas escaleras de carísimo sin pasar y la malísimos con los carros de los y las desean. se las ven y se las maletas Una vergüenza de transporte público escaleras con lo 2años que es. en escaleras cualquier caso que los sueldos de los conductores de ferrocarril quejas. que usuarios personas porque en huelga más proceso tiempo que en activo haciendo a los dinámico víctimas de sus tienen",0.8931759,0.6052631578947368
"Una vergüenza de estación, los baños sucios y encima de pago, 1 euro y el único baño que es público, está siempre cerrado, es una vergüenza, todo sucio, y pocos vigilantes, una vergüenza.","banos verguenza sucios vergüenza de estación, los baños sucios y encima de 1 euro y el incesantemente baño que público, está solos pago, es una vergüenza, todo sucio, y pocos "Una una vergüenza."",0.9620553,0.6842105263157895
"Mal,epoca2020 aún viven en ese año.Otras capitales tienen mejores estaciones ,por  qué Madrid la tiene para ciudadanos de tercera ,además mucho calor","Mal,epoca2020 tiene malepoca2020 en ese año.Otras mejores tienen capitales ,por qué Madrid la viven para calor ciudadanos de tercera ,además mucho calor",0.9469218,0.8666666666666667
"Echo en falta más asientos (han quitado mucho con la última actualización) y limpieza de los baños. Amplio y bonito","Echo echo en actualización) más asientos han quitado con la última y (han limpieza de los baños. ancho y bonito",0.9018924,0.6923076923076923
